product_key,brand,brand_source,product_name,original_name,ingredients_raw,energy_kcal,price_per_day,product_url,type_of_food,dog_ages,form,source,import_timestamp
farmina_natural_delicious_puppy_maxi|dry,Unknown,default,Farmina Natural & Delicious Puppy Maxi,Farmina Natural & Delicious Puppy Maxi Review,"Fresh Boneless Chicken (28%), Dehydrated Chicken Meat (27%), Potatoes, Chicken Fat, Dehydrated Whole Eggs, Fresh Herring, Dehydrated Herring, Fish Oil, Fibre Vegetable of Peas, Dried Carrots, Dried Alfalfa, Inulin, Fructooligosaccharides, Mannanoligosaccharides, Pomegranate Powder (0.5%), Dehydrated Apple, Spinach Powder, Psyllium (0.3%), Powdered Blackcurrant, Dehydrated Sweet Orange, Powdered Blueberries, Sodium Chloride, Dried Brewers Yeast, Turmeric Root (0.2%), Glucosamine, Chondroitin Sulphate, Marigold Extract (Source of Lutein).",430.5,2.0,https://www.allaboutdogfood.co.uk/dog-food-reviews/1525/farmina-natural-and-delicious-puppy-maxi,Complete Dry extruded,From weaning to 16 months,dry,allaboutdogfood,2025-09-15T13:49:40.682652
fish4dogs|fish4dogs_finest_puppy_complete_large_bite|dry,Fish4Dogs,product_name,Fish4Dogs Finest Puppy Complete Large Bite,Fish4Dogs Finest Puppy Complete Large Bite Review,"Ocean White Fish (28%), Pea Flour (21%), Potato (18%), Salmon Meal (16%), Salmon Oil (11%), Beet Pulp, Brewers Yeast, Minerals.",,1.41,https://www.allaboutdogfood.co.uk/dog-food-reviews/0232/fish4dogs-finest-puppy-complete-large-bite,Complete Dry extruded,From weaning to 12 months,dry,allaboutdogfood,2025-09-15T13:49:40.682685
royalcanin|royal_canin_medium_starter|dry,Royal Canin,product_name,Royal Canin Medium Starter,Royal Canin Medium Starter Review,"Dehydrated Poultry Protein, Rice, Animal Fats, Vegetable Protein Isolate, Maize, Beet Pulp, Hydrolysed Animal Proteins, Minerals, Fish Oil, Soya Oil, Fructo-Oligosaccharides, Hydrolysed Yeast, Fatty Acid Salt, Yeasts Extracts, Marigold Extract, Antioxidants.",422.7,2.95,https://www.allaboutdogfood.co.uk/dog-food-reviews/0073/royal-canin-medium-starter,Complete Dry extruded,From weaning to 2 months,dry,allaboutdogfood,2025-09-15T13:49:40.682718
chudleys|chudleys_working_crunch|dry,Chudleys,manufacturer,Chudleys Working Crunch,Chudleys Working Crunch Review,"Poultry Meal (26%), Whole Grain Wheat, Whole Grain Maize, Chicken Fat, Hydrolysed Chicken, Whole Grain Oats, Full Fat Linseed, Unmolassed Beet Pulp, Yeast, Salmon Oil, Seaweed, Dandelion Leaves, Celery Seed, Burdock Root, Nettle Leaves, Green Lipped Mussel, Glucosamine, Devils Claw Root, Blackcurrant, Rosemary, Pomegranate, Rosehips, Yucca Schidigera, Beetroot",,0.45,https://www.allaboutdogfood.co.uk/dog-food-reviews/0337/chudleys-working-crunch,Complete Dry extruded,From 12 months to 7 years,dry,allaboutdogfood,2025-09-15T13:49:40.682745
applaws|applaws_adult_small_medium|dry,Applaws,product_name,Applaws Adult Small & Medium,Applaws Adult Small & Medium Review,"Chicken 66% (Dried Chicken Meat), Chicken (8%), Potato Starch (6%), Dried Peas (8%), Poultry Oil (2.5%), Beet Pulp, Poultry Sauce, Whole Egg (Dried Eggs), Cellulose Plant Fibres, Minerals, Vitamins, Salmon Oil, Dried Tomato, Dried Carrot, Chicory Extract, Alfalfa Meal, Seaweed (Kelp), Yeast Extract (0.1%), Glucosamine, Dimethyl Sulphone, Chondroitin, Carrot, Peppermint, Paprika Powder, Turmeric, Thyme Extract, Citrus Extract, Taurine (1000mg/kg), Yucca Extract, Cranberry, Fennel Extract, Carob Bean Meal, Ginger, Rosehip Extract, Dandelion Extract, Rosemary Oil Extract, Oregano.",,0.91,https://www.allaboutdogfood.co.uk/dog-food-reviews/0185/applaws-adult-small-and-medium,Complete Dry extruded,From 12 months to old age,dry,allaboutdogfood,2025-09-15T13:49:40.682783
belladuke|bella_duke_adult_complete_premium|raw,Bella + Duke,manufacturer,Bella + Duke Adult Complete | Premium,Bella + Duke Adult Complete | Premium Review,"Chicken 60% (Chicken Meat 57%, Chicken Bone 3%), Grass-Fed Beef 20% (Beef Tripe 7%, Beef Kidney 5%, Beef Liver 5%, Beef Trachea 3%), Sustainable Seasonal Vegetables 17% (Carrots 3.4%, Sprouts 3.4%, Broccoli 3.4%, Cauliflower 3.4%, Cabbage 3.4%), Blueberries 1%, Sustainable Hand Harvested Organic Scottish Kelp 1%, Pure Olive Oil 0.2%, Dried Chicory Pulp 0.1%, Dried Algae (Schizochytrium Sp.) 0.1%, Beet Pulp 0.04%, Minerals 0.04%.",98.0,2.02,https://www.allaboutdogfood.co.uk/dog-food-reviews/2184/bella-and-duke-adult-complete-%7C-premium,Complete Raw,From 12 months to old age,raw,allaboutdogfood,2025-09-15T13:49:40.682813
natures_way_80_recipes|dry,Unknown,default,Nature's Way 80% Recipes,Nature's Way 80% Recipes Review,"44% Fish (18% Fresh Salmon, 8% Dried Salmon, 8% Dried Blended Fish, 7% Fresh Trout, 1.65% Salmon Oil, 1.65% Salmon Gravy), 36% Potato (18% Dried Potato, 18% Dried Sweet Potato), Pea Starch, Beet Pulp, Lucerne, Sunflower Oil, Minerals, Vitamins, Itch-Eeze.",,0.62,https://www.allaboutdogfood.co.uk/dog-food-reviews/0834/natures-way-80-percent-recipes,Complete Dry extruded,From 12 months to 7 years,dry,allaboutdogfood,2025-09-15T13:49:40.682850
royalcanin|royal_canin_maxi_dermacomfort|dry,Royal Canin,product_name,Royal Canin Maxi Dermacomfort,Royal Canin Maxi Dermacomfort Review,"Wheat, Wheat Gluten, Rice, Animal Fats, Maize Gluten, Maize, Dehusked Oats, Minerals, Hydrolysed Animal Proteins, Soya Oil, Beet Pulp, Fish Oil, Linseed, Fructo Oligosaccharides, Borage Oil, Marigold Meal.",,1.22,https://www.allaboutdogfood.co.uk/dog-food-reviews/0398/royal-canin-maxi-dermacomfort,Complete Dry extruded,From 15 months to old age,dry,allaboutdogfood,2025-09-15T13:49:40.682886
husse|husse_adult_paté|wet,Husse,product_name,Husse Adult Paté,Husse Adult Paté Review,"Meat 80% (of which Beef 14%), Ginseng Extract 0.5%, Pineapple Extract 0.5%, Minerals.",,3.24,https://www.allaboutdogfood.co.uk/dog-food-reviews/0810/husse-adult-pate,Complete Wet paté/loaf,From 12 months to old age,wet,allaboutdogfood,2025-09-15T13:49:40.682922
opti_life_prime_puppy|dry,Unknown,default,Opti Life Prime Puppy,Opti Life Prime Puppy Review,"Chicken (Dehydrated 45%), Potato (15%), Peas, Animal Fat, Linseed, Hydrolysed Animal Proteins, Vegetable Fibres (Cellulose 2%), Brewer’s Yeast, Salmon Oil, Minerals, Krill (0.5%), FOS (0.5%), Psyllium (0.5%), Dried Whole Eggs, Sea Algae (Ascophyllum Nodosum), Lecithin, MOS (0.1%), Salts of Fatty Acids (Butyric Acid), Glucosamine 500 mg/kg, Turmeric, Rosemary (16.8 mg/kg), Tagetes, Green Tea (12 mg/kg).",,0.95,https://www.allaboutdogfood.co.uk/dog-food-reviews/3216/opti-life-prime-puppy,Complete Dry extruded,From weaning to 18 months,dry,allaboutdogfood,2025-09-15T13:49:40.682960
lupo_natural_swiss_chicken|dry,Unknown,default,Lupo Natural Swiss Chicken,Lupo Natural Swiss Chicken Review,"Dried Swiss Chicken Meat (29%), Steamed Potato (16%), Brown Rice, Dried Arctic Sea Fish (6%), Pureed Vegetables (Beets, Chicory, Celery, Chard, Parsnips, Parsley Root), Cold-Pressed Vegetable Oils (Flaxseed, Canola, Walnut, Evening Primrose Oil), Chestnut Flour, Rice Germ, Seafood Mixture (4% - Consists of Seaweed, Mussel Meat, ShellFish), Fish Oil, Alpine Herbs (3% - Consists of Fennel, Nettle, Dandelion, Caraway, Chamomile, Thyme, Raspberry Leaves, Blackberry Leaves, Gentian), Alfalfa, Fenugreek Seeds, Milk Thistle Seeds, Mineral Clay, Rosemary Oil, Marigold Extract",,0.67,https://www.allaboutdogfood.co.uk/dog-food-reviews/0627/lupo-natural-swiss-chicken,Complete Dry cold pressed,From 12 months to old age,dry,allaboutdogfood,2025-09-15T13:49:40.682997
specific_adult_medium_breed_cxdm|dry,Unknown,default,Specific Adult Medium Breed CXD-M,Specific Adult Medium Breed CXD-M Review,"Wheat, Maize Protein, Fish Meal, Pork Fat, Beet Pulp, Minerals, Animal Protein Hydrolysate, Fish Oil, Vitamins and Trace Elements, Egg Powder, Lysine, Methionine, Threonine, Tryptophan, Rosemary Extract, Antioxidants.",373.0,0.95,https://www.allaboutdogfood.co.uk/dog-food-reviews/2551/specific-adult-medium-breed-cxd-m,Complete Dry extruded,From 12 months to 7 years,dry,allaboutdogfood,2025-09-15T13:49:40.683034
royalcanin|royal_canin_shih_tzu_puppy|dry,Royal Canin,product_name,Royal Canin Shih Tzu Puppy,Royal Canin Shih Tzu Puppy Review,"Dehydrated Poultry Protein, Rice, Maize, Animal Fats, Vegetable Protein Isolate, Beet Pulp, Hydrolysed Animal Proteins, Fish Oil, Minerals, Soya Oil, Fructo-Oligo-Saccharides (0.34%), Hydrolysed Yeast, Borage Oil (0.1%), Yeasts Extracts, Marigold Extract.",,5.71,https://www.allaboutdogfood.co.uk/dog-food-reviews/2856/royal-canin-shih-tzu-puppy,Complete Dry extruded,From 2 months to 10 months,dry,allaboutdogfood,2025-09-15T13:49:40.683254
lilyskitchen|lilys_kitchen_dry_adult|dry,Lily's Kitchen,product_name,Lily's Kitchen Dry Adult,Lily's Kitchen Dry Adult Review,"42% Freshly Prepared Meat (Chicken 31%, Duck 8%, Chicken Liver 3%), Sweet Potatoes (29%), Whole Peas 6.5%, Whole Lentils, Pea Protein, Flaxseed, Egg, Potato Protein, Chicken Gravy, Minerals, Botanicals & Herbs 1% (Alfalfa, Chickweed, Cleavers, Golden Rod, Nettles, Seaweed, Dandelion Root, Celery Seeds, Milk Thistle, Burdock Root, Marigold Flowers, Rosehips.), Salmon Oil, Mannan Oligosaccharides 0.13% Fructo-Oligosaccharides 0.08%, Carrots, Apples, Joint Care Mix (Glucosamine 175mg/kg, Methylsulfonylmethane 175mg/kg, Chondroitin Sulphate 125mg/kg), Cranberries, Spinach.",359.0,1.75,https://www.allaboutdogfood.co.uk/dog-food-reviews/0735/lilys-kitchen-dry-adult,Complete Dry extruded,From 12 months to old age,dry,allaboutdogfood,2025-09-15T13:49:40.683293
alpha_sporting_puppy_wheat_gluten_free|dry,Unknown,default,Alpha Sporting Puppy Wheat Gluten Free,Alpha Sporting Puppy Wheat Gluten Free Review,"Poultry Meat Meal 26.0%, White Rice 26.0%, Whole Maize, Poultry Oil, Maize Gluten Meal, Sugar Beet Pellets, Fish Meal, Whole Linseed 2.5%, Brewers Yeast, Fructo Oligosaccharides 0.2%, Extract of Yucca Schidigera.",,0.71,https://www.allaboutdogfood.co.uk/dog-food-reviews/0459/alpha-sporting-puppy-wheat-gluten-free,Complete Dry extruded,From 2 months to 12 months,dry,allaboutdogfood,2025-09-15T13:49:40.683334
wolfofwilderness|wolf_of_wilderness_soft_adult|unknown,Wolf of Wilderness,url,Wolf Of Wilderness Soft Adult,Wolf Of Wilderness Soft Adult Review,"Fresh Salmon (21%), Fresh Chicken Meat (20%), Dried Sweet Potato (19%), Salmon Meal (10%), Dried Poultry Protein (10%), Potato Starch, Dried Beet Pulp (Desugared), Linseed, Protein Hydrolysate (from Poultry), Brewers Yeast, Egg, Dried Wild Berries 0.8% (Lingonberries, Blueberries, Elderberries, Currants), Dried Herbs 0.2% (Stinging Nettle, Blackberry Leaves, Common Yarrow, Fennel, Caraway, Chamomile Flowers, Mistletoe Leaves, Gentian Root, Centaury), Yeast Extract (0.15% Mannan Oligosaccharides, 0.09% Beta Glucans), Dried Chicory, Fish Oil, Sunflower Oil.",,1.15,https://www.allaboutdogfood.co.uk/dog-food-reviews/2247/wolf-of-wilderness-soft-adult,Complete Semi-moist,From 12 months to old age,unknown,allaboutdogfood,2025-09-15T13:49:40.683377
hillsscienceplan|hills_prescription_diet_ld_dry|dry,Hill's Science Plan,product_name,Hill's Prescription Diet l/d Dry,Hill's Prescription Diet l/d Dry Review,"Cereals, Oils and Fats, Vegetable Protein Extracts, Eggs and Egg Derivatives, Seeds, Minerals, Meat and Animal Derivatives, Derivatives of Vegetable Origin, Soybean Meal, Dried Whole Eggs, Maize Gluten Meal.",407.0,1.28,https://www.allaboutdogfood.co.uk/dog-food-reviews/2003/hills-prescription-diet-l-d-dry,Complete Dry extruded,From 12 months to old age,dry,allaboutdogfood,2025-09-15T13:49:40.683413
natures_harvest_puppy|wet,Unknown,default,Nature's Harvest Puppy,Nature's Harvest Puppy Review,"Chicken (65%), Brown Rice (6%), Salmon Oil (2.8%), Dried Carrots (1%), Minerals, Omega 6 (0.71%), Dried Herbs 0.5% (Parsley, Oregano, Thyme, Rosemary), Omega 3 (0.05%), Glucosamine (0.004%), Chondroitin (0.002%), Yucca Extract (0.002%), Cranberry Extract (0.002%), Yeast Extract (0.001%).",,3.92,https://www.allaboutdogfood.co.uk/dog-food-reviews/0223/natures-harvest-puppy,Complete Wet paté/loaf,From 2 months to 12 months,wet,allaboutdogfood,2025-09-15T13:49:40.683451
huntland_grain_free_puppy|dry,Unknown,default,Huntland Grain Free Puppy,Huntland Grain Free Puppy Review,"Chicken Turkey & Salmon 60% (Freshly Prepared Chicken 20%, Dried Chicken 14%, Freshly Prepared Turkey 7%, Freshly Prepared
Salmon 7%, Dried Turkey 7%, Dried Salmon 3%, Chicken Stock 2%), Sweet Potato (22%), Potato, Linseed, Omega 3 Supplement, Beet Pulp, Minerals, Vitamins, Carrot (0.2%), Peas (0.07%), Glucosamine (170 mg/kg), Methylsulfonylmethane (170 mg/kg), Chondroitin Sulphate (125 mg/ Kg), Vegetable Stock, Nucleotides, FOS (96 mg/kg), MOS (24 mg/kg).",384.0,1.14,https://www.allaboutdogfood.co.uk/dog-food-reviews/1054/huntland-grain-free-puppy,Complete Dry extruded,From weaning to 12 months,dry,allaboutdogfood,2025-09-15T13:49:40.683488
skinners_get_out_and_go_adult_extra_energy|dry,Unknown,default,Skinners Get Out and Go Adult Extra Energy,Skinners Get Out and Go Adult Extra Energy Review,"Poultry Meat Meal (Chicken) 31%, Sweet Potato Chips 16%, Potato Flakes, Poultry Fat, Whole Linseed, Pea Protein, Beet Pulp, Dried Egg 2.5%, Peas, Vitamins, Minerals, Brewers Yeast, Carrots 1.2%, Apple 1.2%, Parsnips 1.2%, Marine Algae Meal, Kale 0.5%, Broccoli 0.5%, Spinach 0.5%, Seaweed 500mg/kg, Glucosamine 350mg/kg, Chondroitin Sulphate 200mg/kg, Cranberries 200mg/kg, Blueberries 200mg/kg, Yucca 200mg/kg, Turmeric 100mg/kg, Ginger 100mg/kg.",,1.09,https://www.allaboutdogfood.co.uk/dog-food-reviews/3244/skinners-get-out-and-go-adult-extra-energy,Complete Dry extruded,From 12 months to old age,dry,allaboutdogfood,2025-09-15T13:49:40.683528
pedigree|pedigree_puppy_junior_dry|dry,Pedigree,product_name,Pedigree Puppy Junior Dry,Pedigree Puppy Junior Dry Review,"Cereals (Including 4% Rice), Meat and Animal Derivatives (Including 14% Chicken), Oils and Fats (Including 0.25% Fish Oil, 0.2% Sunflower Oil), Derivatives of Vegetable Origin (Including 4.5% Sugar Beet Pulp), Vegetable Protein Extracts, Minerals, Antioxidants BHA & BHT.",389.0,0.64,https://www.allaboutdogfood.co.uk/dog-food-reviews/0451/pedigree-puppy-junior-dry,Complete Dry extruded,From weaning to 12 months,dry,allaboutdogfood,2025-09-15T13:49:40.683562
husse|husse_valp_farm|dry,Husse,product_name,Husse Valp Farm,Husse Valp Farm Review,"Chicken Meal 35%, Potato, Peas, Pork Fat, Linseed, Hydrolysed Animal Protein, Vegetable Fibres, Yeast, Salmon Oil, Minerals, Krill, Fructo-Oligosaccharides (0.5%), Psyllium (0.5%), Dried Whole Eggs, Sea Algae, Lecithin, Mannan-Oligosaccharides (0.1%), Fatty Acid Salt, Rosemary, Tagetes, Green Tea.",433.6,1.28,https://www.allaboutdogfood.co.uk/dog-food-reviews/2443/husse-valp-farm,Complete Dry extruded,From weaning to 18 months,dry,allaboutdogfood,2025-09-15T13:49:40.683597
proplan|pro_plan_large_athletic_puppy_dry|dry,Pro Plan,product_name,Pro Plan Large Athletic Puppy Dry,Pro Plan Large Athletic Puppy Dry Review,"Chicken (19%), Wheat, Dehydrated Poultry Protein, Rice (9%), Soya Meal, Animal Fat, Digest, Maize Gluten Meal, Wheat Gluten Meal, Maize, Dried Beet Pulp, Minerals, Dried Egg, Fish Oil, Dried Colostrum (0.1%).",,0.7,https://www.allaboutdogfood.co.uk/dog-food-reviews/3210/pro-plan-large-athletic-puppy-dry,Complete Dry extruded,From 2 months to 2 years,dry,allaboutdogfood,2025-09-15T13:49:40.683633
forthglade|forthglade_gourmet_complete_meal_adult|wet,Forthglade,manufacturer,Forthglade Gourmet Complete Meal Adult,Forthglade Gourmet Complete Meal Adult Review,"Turkey (48%), Goose (27%), Pumpkin (4%), Cranberry (4%), Minerals, Linseed Oil (0.5%), Seaweed (0.45%), Fructooligosaccharide, Yucca, Glucosamine (50mg/kg), Chondroitin (50mg/kg), Camomile, Parsley, Rosemary, Nettle.",,3.27,https://www.allaboutdogfood.co.uk/dog-food-reviews/2055/forthglade-gourmet-complete-meal-adult,Complete Wet paté/loaf,From 12 months to old age,wet,allaboutdogfood,2025-09-15T13:49:40.683662
drveneta|dr_veneta_freezedried_stay_well|dry,Dr Veneta,manufacturer,Dr Veneta Freeze-Dried Stay Well,Dr Veneta Freeze-Dried Stay Well Review,"Chicken (50%), Rabbit (26%), Apple (10%), Pumpkin (9%), Mint, Beet Pulp, Seaweed, Fermented Saccharomyces Cerevisiae, Chicory Root, Glucosamine, Chondroitin Sulphate, Yucca, Dandelion Root, Green Tea, Hawthorn Leaf, Nettle, Rosehip, Parsley, Chamomile, Lemon Balm.",416.0,9.78,https://www.allaboutdogfood.co.uk/dog-food-reviews/4281/dr-veneta-freeze-dried-stay-well,Complete Dry freeze-dried,From 12 months to old age,dry,allaboutdogfood,2025-09-15T13:49:40.683691
europa_5545_grain_free|dry,Unknown,default,Europa 55/45 Grain Free,Europa 55/45 Grain Free Review,"Chicken 55% (Freshly Prepared Chicken 31%, Dried Chicken 21%, Chicken Stock 3%), Sweet Potato (26%), Peas (6%), Potato, Beet Pulp, Linseed, Omega 3 Supplement, Minerals, Vitamins, Vegetable Stock, Marjoram, Basil, Oregano, Sage, Thyme, Parsley, FOS (96 mg/kg), MOS (24
mg/kg).",366.0,0.92,https://www.allaboutdogfood.co.uk/dog-food-reviews/1914/europa-55-45-grain-free,Complete Dry extruded,From 12 months to old age,dry,allaboutdogfood,2025-09-15T13:49:40.683728
royalcanin|royal_canin_veterinary_health_nutrition_mature|dry,Royal Canin,product_name,Royal Canin Veterinary Health Nutrition Mature,Royal Canin Veterinary Health Nutrition Mature Review,"Maize, Dehydrated Poultry Protein, Wheat Flour, Wheat, Vegetable Fibres, Maize Flour, Animal Fats, Dehydrated Pork Protein, Maize Gluten, Hydrolysed Animal Proteins, Beet Pulp, Minerals, Fish Oil, Soya Oil, Dried Tomato Pulp (Source of Lycopene) (0.84%), Fructooligosaccharides, Borage Oil, Marigold Extract (Source of Lutein).",,1.48,https://www.allaboutdogfood.co.uk/dog-food-reviews/3274/royal-canin-veterinary-health-nutrition-mature,Complete Dry extruded,From 7 years to old age,dry,allaboutdogfood,2025-09-15T13:49:40.683764
sloanepetfoods|natural_greatness_complete_wet_puppy|wet,Sloane Pet Foods,manufacturer,Natural Greatness Complete Wet Puppy,Natural Greatness Complete Wet Puppy Review,"Chicken 55%, Pineapple 5%, Carrot 4%, Sunflower Oil 3%, Mineral Substances, Cranberries 1%, Linseeds 0.5%, Apple Juice.",118.2,8.13,https://www.allaboutdogfood.co.uk/dog-food-reviews/4330/natural-greatness-complete-wet-puppy,Complete Wet paté/loaf,From 2 months to 12 months,wet,allaboutdogfood,2025-09-15T13:49:40.683793
virbac_veterinary_hpm_adult_large_medium|dry,Unknown,default,Virbac Veterinary HPM Adult Large & Medium,Virbac Veterinary HPM Adult Large & Medium Review,"Dehydrated Pork and Poultry Protein, Rice (min 7%), Whole Pea, Animal Fat, Hydrolysed Animal Protein, Potato Starch (min. 4%), Lignocellulose, Linseed Field Bean Hulls, Mineral Salts, Beet Pulp, Fructo-Oligosaccharides, Psyllium Fibre, Chitosan, Pasteurised Lactobacillus Acidophilus, Chondroitin Sulphate.",358.0,0.96,https://www.allaboutdogfood.co.uk/dog-food-reviews/2135/virbac-veterinary-hpm-adult-large-and-medium,Complete Dry extruded,From 12 months to 8 years,dry,allaboutdogfood,2025-09-15T13:49:40.683831
nutro_wild_frontier_dry_puppy|dry,Unknown,default,Nutro Wild Frontier Dry Puppy,Nutro Wild Frontier Dry Puppy Review,"70% from Animal Ingredients: Chicken (36%): Dried Chicken Protein, Fresh Chicken (12%); Turkey (15%): Dried Turkey Protein, Turkey Digest; Poultry Fat (9%), Poultry Greaves Protein (8%), Dried Beef Liver (2%), Fish Oil. 30% from Plant Sources & Minerals: Pea Starch, Tapioca Starch, Dried Sweet Potato, Dried Apple Pulp, Lentils, Dried Alfalfa, Pea Protein, Minerals, Dried Beet Pulp, Sunflower Oil, Rosemary Extract.",400.0,1.69,https://www.allaboutdogfood.co.uk/dog-food-reviews/2110/nutro-wild-frontier-dry-puppy,Complete Dry extruded,From weaning to 12 months,dry,allaboutdogfood,2025-09-15T13:49:40.683868
eden|eden_semimoist|unknown,Eden,product_name,Eden Semi-Moist,Eden Semi-Moist Review,"36% Duck (Fresh), 18% Duck (Dried), Sweet Potato, Vegetable Glycerine, 4% Tripe (Fresh), Lucerne, 2% Poultry Liver (Dried), Tapioca, Chickpea, Coconut Oil, Pumpkin, Pea Fibre, 0.07% Seaweed (Rich in Dha), Apple, Garlic, 0.07% Green Lipped Mussel, Cranberry, Spirulina, Chicory, 0.03% Glucosamine, 0.03% Methylsulfonylmethane (MSM), 0.02% Chondroitin Sulphate.",330.0,1.67,https://www.allaboutdogfood.co.uk/dog-food-reviews/1632/eden-semi-moist,Complete Semi-moist,From 6 months to old age,unknown,allaboutdogfood,2025-09-15T13:49:40.683902
wainwrights|wainwrights_trays_adult_grain_free|wet,Wainwright's,product_name,Wainwright's Trays Adult Grain Free,Wainwright's Trays Adult Grain Free Review,"Lamb (70%), Sweet Potato (4%), Dried Peas (2.5%), Dried Carrots (1%), Butternut Squash (1%), Minerals, Dried Alfalfa, Apple, Dried Seaweed (0.12%), Dried Herbs (Parsley, Rosemary, Fennel, Marigold Flowers), Flaxseed Oil (0.08%), Chicory Root Powder (0.05%), Yucca Extract (0.005%).",,3.68,https://www.allaboutdogfood.co.uk/dog-food-reviews/0877/wainwrights-trays-adult-grain-free,Complete Wet paté/loaf,From 12 months to 7 years,wet,allaboutdogfood,2025-09-15T13:49:40.683936
